时间,位移,力
(s),(mm),(N)
"3.7400","74.0177","1.6897"
"3.7600","74.4175","1.6906"
"3.7800","74.8170","1.6966"
"3.8000","75.2168","1.6973"
"3.8200","75.6167","1.6999"
"3.8400","76.0168","1.7014"
"3.8600","76.4169","1.7051"
"3.8800","76.8168","1.7054"
"3.9000","77.2168","1.7111"
"3.9200","77.6170","1.7098"
"3.9400","78.0172","1.7140"
"3.9600","78.4173","1.7146"
"3.9800","78.8175","1.7189"
"4.0000","79.2175","1.7185"
"4.0200","79.6171","1.7232"
"4.0400","80.0168","1.7242"
"4.0600","80.4167","1.7304"
"4.0800","80.8165","1.7292"
"4.1000","81.2165","1.7343"
"4.1200","81.6165","1.7328"
"4.1400","82.0163","1.7387"
"4.1600","82.4161","1.7409"
"4.1800","82.8164","1.7431"
"4.2000","83.2166","1.7436"
"4.2200","83.6169","1.7489"
"4.2400","84.0173","1.7459"
"4.2600","84.4172","1.7521"
"4.2800","84.8169","1.7530"
"4.3000","85.2168","1.7608"
"4.3200","85.6170","1.7565"
"4.3400","86.0168","1.7623"
"4.3600","86.4166","1.7622"
"4.3800","86.8165","1.7668"
"4.4000","87.2165","1.7675"
"4.4200","87.6166","1.7742"
"4.4400","88.0170","1.7672"
"4.4600","88.4176","1.7716"
"4.4800","88.8179","1.7718"
"4.5000","89.2177","1.7800"
"4.5200","89.6172","1.7800"
"4.5400","90.0170","1.7860"
"4.5600","90.4169","1.7850"
"4.5800","90.8166","1.7869"
"4.6000","91.2163","1.7876"
"4.6200","91.6161","1.7912"
"4.6400","92.0159","1.7931"
"4.6600","92.4161","1.7992"
"4.6800","92.8167","1.7981"
"4.7000","93.2170","1.8000"
"4.7200","93.6175","1.7982"
"4.7400","94.0178","1.8023"
"4.7600","94.4176","1.8040"
"4.7800","94.8171","1.8113"
"4.8000","95.2169","1.8098"
"4.8200","95.6165","1.8129"
"4.8400","96.0162","1.8111"
"4.8600","96.4163","1.8149"
"4.8800","96.8162","1.8176"
"4.9000","97.2162","1.8206"
"4.9200","97.6165","1.8233"
"4.9400","98.0170","1.8225"
"4.9600","98.4173","1.8245"
"4.9800","98.8177","1.8227"
"5.0000","99.2177","1.8275"
"5.0200","99.6172","1.8309"
"5.0400","100.0167","1.8354"
"5.0600","100.4164","1.8369"
"5.0800","100.8161","1.8401"
"5.1000","101.2161","1.8404"
"5.1200","101.6163","1.8432"
"5.1400","102.0164","1.8457"
"5.1600","102.4164","1.8501"
"5.1800","102.8168","1.8463"
"5.2000","103.2171","1.8490"
"5.2200","103.6175","1.8491"
"5.2400","104.0177","1.8542"
"5.2600","104.4178","1.8526"
"5.2800","104.8173","1.8600"
"5.3000","105.2168","1.8578"
"5.3200","105.6164","1.8638"
"5.3400","106.0163","1.8621"
"5.3600","106.4165","1.8694"
"5.3800","106.8165","1.8652"
"5.4000","107.2165","1.8712"
"5.4200","107.6166","1.8704"
"5.4400","108.0168","1.8750"
"5.4600","108.4172","1.8718"
"5.4800","108.8177","1.8787"
"5.5000","109.2178","1.8784"
"5.5200","109.6176","1.8801"
"5.5400","110.0175","1.8795"
"5.5600","110.4171","1.8854"
"5.5800","110.8164","1.8849"
"5.6000","111.2162","1.8892"
"5.6200","111.6163","1.8882"
"5.6400","112.0161","1.8933"
"5.6600","112.4162","1.8935"
"5.6800","112.8168","1.8954"
"5.7000","113.2170","1.8948"
"5.7200","113.6172","1.8998"
"5.7400","114.0174","1.8987"
"5.7600","114.4174","1.9041"
"5.7800","114.8171","1.9042"
"5.8000","115.2169","1.9068"
"5.8200","115.6165","1.9068"
"5.8400","116.0162","1.9109"
"5.8600","116.4162","1.9091"
"5.8800","116.8162","1.9136"
"5.9000","117.2161","1.9155"
"5.9200","117.6163","1.9200"
"5.9400","118.0169","1.9182"
"5.9600","118.4174","1.9207"
"5.9800","118.8176","1.9230"
"6.0000","119.2176","1.9261"
"6.0200","119.6174","1.9260"
"6.0400","120.0171","1.9298"
"6.0410","120.0370","1.9300"
"6.0610","120.4299","1.7250"
"6.0810","120.6940","1.4177"
"6.1010","120.7044","1.6803"
"6.1210","120.5816","1.9044"
"6.1410","120.4629","1.9320"
"6.1610","120.3720","1.8661"
"6.1810","120.2895","1.8474"
"6.2010","120.2049","1.8393"
"6.2210","120.1177","1.8359"
"6.2410","120.0287","1.8348"
"6.2610","119.9474","1.8982"
"6.2810","119.9054","1.8824"
"6.3010","119.8991","1.8358"
"6.3210","119.9072","1.8193"
"6.3410","119.9189","1.8082"
"6.3610","119.9305","1.8019"
"6.3810","119.9411","1.8002"
"6.4010","119.9505","1.7951"
"6.4210","119.9586","1.7907"
"6.4410","119.9650","1.7839"
"6.4610","119.9700","1.7841"
"6.4810","119.9741","1.7802"
"6.5010","119.9778","1.7789"
"6.5210","119.9810","1.7735"
"6.5410","119.9838","1.7716"
"6.5610","119.9863","1.7650"
"6.5810","119.9885","1.7641"
"6.6010","119.9903","1.7587"
"6.6210","119.9918","1.7608"
"6.6410","119.9930","1.7535"
"6.6610","119.9941","1.7522"
"6.6810","119.9950","1.7465"
"6.7010","119.9958","1.7470"
"6.7210","119.9965","1.7426"
"6.7410","119.9971","1.7416"
"6.7610","119.9976","1.7351"
"6.7810","119.9981","1.7351"
"6.8010","119.9985","1.7276"
"6.8210","119.9988","1.7290"
"6.8410","119.9991","1.7244"
"6.8610","119.9994","1.7244"
"6.8810","119.9996","1.7177"
"6.9010","119.9997","1.7187"
"6.9210","119.9999","1.7131"
"6.9410","120.0000","1.7128"
"6.9610","120.0001","1.7062"
"6.9810","120.0002","1.7075"
"7.0010","120.0003","1.7012"
"7.0210","120.0004","1.7018"
"7.0410","120.0004","1.6954"
"7.0610","120.0005","1.6966"
"7.0810","120.0005","1.6925"
"7.1010","120.0005","1.6927"
"7.1210","120.0006","1.6894"
