
时间,位移,力
(s),(mm),(N)
"5.0400","11.9937","0.4019"
"5.0600","12.0417","0.4001"
"5.0800","12.0897","0.4042"
"5.1000","12.1378","0.4058"
"5.1200","12.1858","0.4039"
"5.1400","12.2338","0.4079"
"5.1600","12.2817","0.4069"
"5.1800","12.3298","0.4083"
"5.2000","12.3778","0.4102"
"5.2200","12.4257","0.4091"
"5.2400","12.4738","0.4117"
"5.2600","12.5218","0.4125"
"5.2800","12.5698","0.4128"
"5.3000","12.6177","0.4152"
"5.3200","12.6657","0.4143"
"5.3400","12.7137","0.4160"
"5.3600","12.7617","0.4178"
"5.3800","12.8097","0.4177"
"5.4000","12.8577","0.4182"
"5.4200","12.9057","0.4199"
"5.4400","12.9537","0.4212"
"5.4600","13.0017","0.4211"
"5.4800","13.0497","0.4220"
"5.5000","13.0977","0.4241"
"5.5200","13.1457","0.4235"
"5.5400","13.1937","0.4257"
"5.5600","13.2417","0.4254"
"5.5800","13.2897","0.4268"
"5.6000","13.3377","0.4293"
"5.6200","13.3857","0.4273"
"5.6400","13.4336","0.4300"
"5.6600","13.4816","0.4317"
"5.6800","13.5297","0.4313"
"5.7000","13.5777","0.4332"
"5.7200","13.6257","0.4316"
"5.7400","13.6737","0.4348"
"5.7600","13.7218","0.4365"
"5.7800","13.7698","0.4339"
"5.8000","13.8178","0.4386"
"5.8200","13.8658","0.4394"
"5.8400","13.9138","0.4363"
"5.8600","13.9618","0.4412"
"5.8800","14.0097","0.4408"
"5.9000","14.0578","0.4405"
"5.9200","14.1058","0.4423"
"5.9400","14.1537","0.4427"
"5.9600","14.2017","0.4441"
"5.9800","14.2497","0.4458"
"6.0000","14.2976","0.4458"
"6.0200","14.3456","0.4455"
"6.0400","14.3937","0.4486"
"6.0600","14.4417","0.4490"
"6.0800","14.4896","0.4483"
"6.1000","14.5377","0.4501"
"6.1200","14.5858","0.4510"
"6.1400","14.6337","0.4522"
"6.1600","14.6817","0.4528"
"6.1800","14.7298","0.4529"
"6.2000","14.7778","0.4548"
"6.2200","14.8257","0.4547"
"6.2400","14.8737","0.4557"
"6.2600","14.9218","0.4577"
"6.2800","14.9697","0.4567"
"6.3000","15.0177","0.4591"
